Reference,Institution_Name,Address_1,Postcode,Email,Institution_Type,Latitude,Longitude,Pupil_Teacher_Ratio,Number_Pupils_2015
3013310,Broughshane Primary School,46A HOUSTON PARK,BT42 4LB,info@broughshaneps.ballymena.ni.sch.uk,Primary school,54.89154,-6.21572,22.56,329
4BA0602,Brownlee Playgroup by Little Rays,C/O Brownlee Primary School,BT27 4AA,,VP Pre-schools,54.5134,-6.04277,,0
4010762,Brownlee Primary School,WALLACE AVENUE,BT27 4AA,info@brownleeps.lisburn.ni.sch.uk,Primary school,54.5134,-6.04277,24.25,200
5250216,Brownlow Int College,TULLYGALLY ROAD,BT65 5BS,info@brownlowcollege.craigavon.ni.sch.uk,Secondary (non-grammar) school,54.44838,-6.36382,10.11,270
2CA0621,Buddies Childtime Centre,18 Woodbank Road,BT79 0NB,,VP Pre-schools,54.591,-7.24856,,0
3010714,Buick Memorial Primary School,62 MAIN STREET,BT42 1BW,info@buickmemorialps.cullybackey.ni.sch.uk,Primary school,54.8873,-6.35288,19.7,303
2AB0445,Bunnahone Bunnies Cross Community Playgroup,Tir Navar Complex,BT93 6HW,,VP Pre-schools,54.41871,-7.82086,,0
5046597,Bunscoil an Iuir,74 KILMOREY STREET,BT34 2DH,info@bunscoilaniuir.newry.ni.sch.uk,Primary school,54.16904,-6.33377,19.77,87
2046669,Bunscoil an Traonaigh,Drumbrughas North,BT92 OPE,info@bunscoilantraonaigh.lisnaskea.ni.sch.uk,Primary school,54.26303,-7.4621,15,45
1046593,Bunscoil An Tsleibhe Dhuibh,15A Ballymurphy Road,BT12 7JL,info@bunscoilantsleibhedhuibh.belfast.ni.sch.uk,Primary school,54.59268,-5.97886,19.18,159
1046596,Bunscoil Bheann Mhadagain,WYNDHAM DRIVE,BT14 6HP,info@bunscoilbheannmhadagain.belfast.ni.sch.uk,Primary school,54.61834,-5.95029,19.38,125
4046648,Bunscoil Bheanna Boirche,27 Bunker's Hill,BT31 9EB,info@bunscoilbb.castlewellan.ni.sch.uk,Primary school,54.25386,-5.93764,17.2,86
2036574,Bunscoil Cholmcille,40A STEELSTOWN ROAD,BT48 8EX,info@gaeloid.doire.ni.sch.uk,Primary school,55.02862,-7.30803,18.17,83
1016647,Bunscoil Mhic Reachtain,10A LANCASTER STREET,BT15 1EZ,info@bunscoilmhicreachtain.belfast.ni.sch.uk,Primary school,54.60577,-5.92862,21,84
1046501,Bunscoil Phobal Feirste,11 ROSGOILL PARK,BT11 9QS,info@bunscoilphobalfeirste.belfast.ni.sch.uk,Primary school,54.57356,-6.00466,24.23,263
5016391,Bush Primary School,31 MULLAGHTEIGE ROAD,BT71 6QU,info@bush.dungannon.ni.sch.uk,Primary school,54.51682,-6.72426,23.33,189
3010873,Bushmills Primary School,5 PRIESTLAND ROAD,BT57 8QW,info@bushmillsps.bushmills.ni.sch.uk,Primary school,55.20497,-6.52783,19.33,90
3016594,Bushvalley Primary School,175 BALLINLEA ROAD,BT53 8PR,info@bushvalleyps.ballymoney.ni.sch.uk,Primary school,55.11761,-6.41426,17.57,133
3BB0359,Busy Bee Playgroup,15 Station Road,BT46 5BS,,VP Pre-schools,54.84416,-6.66862,,0
2AA0063,Busy Bees Nursery,61 Farnamullen Road,BT94 5DZ,,VP Pre-schools,54.30877,-7.5411,,0
4AB0508,Busy Bees Playgroup,Elim Pentecostal Church,BT26 6DY,,VP Pre-schools,54.46841,-6.1165,,0
5AB0228,Busy Bees Playgroup (Burren),St Mary's Hall,BT34 3QT,busybees333@hotmail.com,VP Pre-schools,54.13485,-6.26024,,0
5AB0200,Buttonmoon Pre-School Playgroup,Recreation Centre,BT62 2DG,adela.kidzplay@gmail.com,VP Pre-schools,54.35419,-6.40982,,0
4CA0634,Cabbage Patch Day Nursery,2B Ballycrochan Road,BT19 6NF,cabbagepatchdaynursery@gmail.com,VP Pre-schools,54.65664,-5.6276,,0
3016269,Cairncastle Primary School,12 CAIRNCASTLE ROAD,BT40 2RB,info@cairncastleps.larne.ni.sch.uk,Primary school,54.89732,-5.86449,22.43,125
4013024,Cairnshill Primary School,6A CAIRNSHILL DRIVE,BT8 6RT,info@cairnshillps.belfast.ni.sch.uk,Primary school,54.55194,-5.90177,22.53,476
5AB0238,Caledon Playgroup,13a Derrycourtney Road,BT68 4UF,caledonplaygroup@btinternet.com,VP Pre-schools,54.35114,-6.83891,,0
3410297,Cambridge House Grammar School,1 CAMBRIDGE AVENUE,BT42 2EH,info@cambridgehousegrammar.ballymena.ni.sch.uk,Secondary (grammar) school,54.85743,-6.29346,19.15,904
1420020,Campbell College,BELMONT ROAD,BT4 2ND,info@campbell.belfast.ni.sch.uk,Secondary (grammar) school,54.60128,-5.84923,13.79,900
1620020,Campbell College Junior School,562-594 Upper Newtownards Road,BT4 3HJ,info@campbellcollegejs.belfast.ni.sch.uk,Preparatory Schools,54.5961,-5.84849,17.12,250
3013322,Camphill Primary School,65 CAROLHILL PARK,BT42 2DG,info@camphillps.ballymena.ni.sch.uk,Primary school,54.84979,-6.28019,24.05,404
2AB0066,Carebears Community Playgroup,c/o Newtownstewart Centre,BT78 4AP,,VP Pre-schools,54.71517,-7.37718,,0
3052071,Carhill Integrated Primary School,78 CARHILL ROAD,BT51 5PQ,info@carhillintps.garvagh.ni.sch.uk,Primary school,54.9517,-6.68022,16.75,67
3010825,Carnaghts Primary School,48 VALLEY ROAD,BT42 2LX,info@carnaghtsps.ballymena.ni.sch.uk,Primary school,54.81895,-6.26447,21.52,102
3010470,Carnalbanagh Primary School,1 GLENVIEW ROAD,BT44 0DL,info@carnalbanaghps.ballymena.ni.sch.uk,Primary school,54.90468,-6.02302,16.25,39
3012049,Carnalridge Primary School,135 ATLANTIC ROAD,BT56 8PB,info@carnalridgeps.portrush.ni.sch.uk,Primary school,55.18367,-6.65748,22.86,192
2116267,Carnhill Nursery School,1 VILLAGE LANE GLENGALLIAGH ROAD,BT48 8DU,info@carnhillns.derry.ni.sch.uk,Nursery school,55.02667,-7.31763,26,0
3016129,Carniny Primary School,61 OLD CULLYBACKEY ROAD,BT43 5JR,info@carninyps.ballymena.ni.sch.uk,Primary school,54.87282,-6.29797,25.11,291
3050519,Carnlough Controlled Integrated Primary School,9 HARBOUR ROAD,BT44 0EU,info@carnloughps.carnlough.ni.sch.uk,Primary school,54.99249,-5.98958,15,36
3013301,Carnmoney Primary School,275 CARNMONEY ROAD,BT36 6JS,info@carnmoneyps.newtownabbey.ni.sch.uk,Primary school,54.68269,-5.95008,25.56,402
5012696,Carntall Primary School,5 AGHINTAIN ROAD,BT76 0UY,info@carntall.clogher.ni.sch.uk,Primary school,54.42756,-7.20393,15.91,70
4011584,Carr Primary School,336 COMBER ROAD,BT27 6TB,info@carrps.lisburn.ni.sch.uk,Primary school,54.49833,-5.93402,17.06,57
1010282,Carr's Glen Primary School,629-633 OLDPARK ROAD,BT14 6QX,info@carrsglen.belfast.ni.sch.uk,Primary school,54.62518,-5.96208,22.9,371
5BB0538,Carrick Pre-School,63 Ballydesland Road,BT34 3QA,carrickps2@gmail.com,VP Pre-schools,54.13488,-6.25926,,0
5011127,Carrick Primary School,SLOAN AVENUE,BT66 8NY,info@carrick.lurgan.ni.sch.uk,Primary school,54.45802,-6.34223,18.45,377
5031609,Carrick Primary School,61 BALLYDESLAND ROAD,BT34 3QA,info@carrick.warrenpoint.ni.sch.uk,Primary school,54.13434,-6.25802,25.87,406
3010841,Carrickfergus Central Primary School,THOMAS STREET,BT38 8AL,info@carrickcentralps.carrickfergus.ni.sch.uk,Primary school,54.7167,-5.81217,16.36,72
3210091,Carrickfergus College,110 NORTH ROAD,BT38 7QX,info@carrickcollege.carrickfergus.ni.sch.uk,Secondary (non-grammar) school,54.72753,-5.81326,15.87,684
3410098,Carrickfergus Grammar School,120 NORTH ROAD,BT38 7RA,info@carrickfergusgrammar.carrickfergus.ni.sch.uk,Secondary (grammar) school,54.72995,-5.81712,16.38,806
3010553,Carrickfergus Model Primary School,4 BELFAST ROAD,BT38 8BU,info@carrickmodelps.carrickfergus.ni.sch.uk,Primary school,54.71222,-5.81635,24.88,398
4011310,Carrickmannon Primary School,77 CARRICKMANNON ROAD,BT23 6JJ,info@carrickmannonps.newtownards.ni.sch.uk,Primary school,54.48021,-5.77834,22.95,101
4BB0375,Carrowdore Early Years Centre,Carrowdore Primary School,BT22 2JJ,,VP Pre-schools,54.57844,-5.55324,,0
4016020,Carrowdore Primary School,CASTLE PLACE,BT22 2JJ,info@carrowdoreps.newtownards.ni.sch.uk,Primary school,54.57844,-5.55324,21.32,158
3010572,Carrowreagh Primary School,110B FINVOY ROAD,BT53 7JL,info@carrowreaghps.ballymoney.ni.sch.uk,Primary school,55.02146,-6.50692,27.67,83
4BB0170,Carryduff Pre-School Playgroup,20a Church Road,BT8 8DT,,VP Pre-schools,54.51461,-5.88592,,0
4013044,Carryduff Primary School,KILLYNURE ROAD,BT8 8EE,info@carryduffps.belfast.ni.sch.uk,Primary school,54.51509,-5.88525,18.34,193
4011462,Castle Gardens Primary School,69 BOWTOWN ROAD,BT23 8SH,info@castlegdns.newtownards.ni.sch.uk,Primary school,54.58707,-5.67272,22.62,235
3013704,Castledawson Primary School,72 MAIN STREET,BT45 8AB,info@castledawson.magherafelt.ni.sch.uk,Primary school,54.77725,-6.56013,18.6,93
2210065,Castlederg High School,16 CASTLEGORE ROAD,BT81 7RU,info@chs.castlederg.ni.sch.uk,Secondary (non-grammar) school,54.70197,-7.59535,13.76,421
4116240,Castlereagh Nursery School,135 CLONDUFF DRIVE,BT6 9NR,info@castlereaghns.belfast.ni.sch.uk,Nursery school,54.57586,-5.88086,26,0
3AB0119,Castlerock Community Playgroup,Peter Thompson Hall,BT51 4TP,,VP Pre-schools,55.16556,-6.78944,,0
3012288,Castleroe Primary School,120 CASTLEROE ROAD,BT51 3RN,info@castleroeps.coleraine.ni.sch.uk,Primary school,55.10539,-6.65661,19.1,102
3BB0607,Castletower Pre-School,Castletower Special School,BT43 7EN,,VP Pre-schools,54.88263,-6.2638,,0
3316676,Castletower School,91 Fry's Road,BT43 7EN,info@castletower.ballymena.ni.sch.uk,Special school,54.88263,-6.2638,6.43,0
4AB0435,Castlewellan Community Playgroup,32 Circular Road,BT31 9ED,,VP Pre-schools,54.25628,-5.94009,,0
4011599,Castlewellan Primary School,2 CHURCH STREET,BT31 9EG,info@castlewellanps.castlewellan.ni.sch.uk,Primary school,54.25745,-5.9387,11.15,50
3CA0631,Causeway Pre-School,113 Causeway Street,BT56 8JE,,VP Pre-schools,55.20241,-6.64701,,0
1010831,Cavehill Primary School,UPPER CASTLE PARK,BT15 5FG,info@cavehill.belfast.ni.sch.uk,Primary school,54.63589,-5.9449,24.58,408
5316521,Ceara Special School,SLOAN STREET,BT66 8NY,info@ceara.lurgan.ni.sch.uk,Special school,54.45926,-6.34297,6.02,0
4066588,Cedar Integrated Primary School,29 KILMORE ROAD,BT30 9HJ,info@cedarips.downpatrick.ni.sch.uk,Primary school,54.39374,-5.76483,22.13,191
1310003,Cedar Lodge Special School,24 Landsdowne Park North,BT15 4AE,info@cedarlodge.belfast.ni.sch.uk,Special school,54.63519,-5.92768,9.46,0
2BB0565,Chapel Road Community Playgroup,Knockdara Park,BT47 2BD,,VP Pre-schools,54.99006,-7.30775,,0
2036465,Chapel Road Primary School,KNOCKDARA PARK,BT47 2BD,info@chapelroadps.derry.ni.sch.uk,Primary school,54.99006,-7.30775,20.83,200
1CA0636,Child's Play Day Nursery,14 Dundela Avenue,BT4 3BQ,heather.hewitt@hotmail.co.uk,VP Pre-schools,54.59959,-5.8802,,0
5CA0596,Child's Play Pre-School,St Teresa Parish Church,BT32 3AF,mariawalshy@hotmail.com,VP Pre-schools,54.34539,-6.26686,,0
4AB0283,Chirpy Chicks Playgroup,Village Hall,BT22 2QH,,VP Pre-schools,54.53725,-5.56694,,0
2036449,Christ the King Primary School,34 GORTIN ROAD,BT79 7HX,info@christtheking.omagh.ni.sch.uk,Primary school,54.61349,-7.30183,17.08,179
4031328,Christ the King Primary School,9 DRUMSNADE ROAD,BT24 8NG,info@christtheking.ballynahinch.ni.sch.uk,Primary school,54.36199,-5.86291,20.6,103
4036618,Christ the Redeemer Primary School,LAGMORE DRIVE,BT17 0TG,info@redeemerps.lagmore.ni.sch.uk,Primary school,54.5501,-6.0329,23.26,600
1230146,Christian Brothers School,GLEN ROAD,BT11 8BW,info@christianbrothers.belfast.ni.sch.uk,Secondary (non-grammar) school,54.57998,-5.99733,16.06,498
2420064,Christian Brothers' Grammar School,KEVLIN ROAD,BT78 1LD,info@cbs.omagh.ni.sch.uk,Secondary (grammar) school,54.59776,-7.30239,15.32,976
5031110,Christian Brothers' Primary School,GREENPARK KEADY ROAD,BT60 4AB,info@armaghcbs.armagh.ni.sch.uk,Primary school,54.34214,-6.66019,19.62,450
4BB0174,Chuckles Playgroup,51 Abbeydale Park,BT23 8RE,,VP Pre-schools,54.59622,-5.67224,,0
5012538,Churchill Primary School,4 CHURCH HILL ROAD,BT68 4UY,info@churchill.caledon.ni.sch.uk,Primary school,54.35323,-6.8372,17.06,58
5016141,Churchtown Primary School,36 MUFF ROAD,BT80 9XA,info@churchtown.cookstown.ni.sch.uk,Primary school,54.68544,-6.74773,13.33,32
5210121,City Armagh High School,88-96 ALEXANDER ROAD,BT61 7JH,info@armaghhigh.armagh.ni.sch.uk,Secondary (non-grammar) school,54.3568,-6.65167,11.5,276
5AB0399,Clady Tiny Tots Playgroup,88 Cladymore Road,BT60 2EP,cladytinytots368@yahoo.co.uk,VP Pre-schools,54.25664,-6.56298,,0
4011670,Clandeboye Primary School,CLANDEBOYE ROAD,BT20 3JW,info@clandeboyeps.bangor.ni.sch.uk,Primary school,54.65172,-5.6817,22.38,282
1316584,Clarawood Special School,CLARAWOOD PARK,BT5 6FR,info@clarawood.belfast.ni.sch.uk,Special school,54.58638,-5.86859,1.9,0
5011142,Clare Primary School,58 CLOGHOGE ROAD,BT62 2HB,info@clareps.tandragee.ni.sch.uk,Primary school,54.32668,-6.44942,25.52,148
5031108,Clea Primary School,85 CLAY ROAD,BT60 3QX,info@cleaps.keady.ni.sch.uk,Primary school,54.21835,-6.71433,25.5,96
4316518,Clifton Special School,292A OLD BELFAST ROAD,BT19 BT1,info@cliftonss.bangor.ni.sch.uk,Special school,54.64931,-5.71198,6.43,0
1056483,Cliftonville Integrated Primary School,93 CLIFTONVILLE ROAD,BT14 6JQ,info@cliftonville.belfast.ni.sch.uk,Primary school,54.61774,-5.94405,18.41,287
5031080,Clintyclay Primary School,81 CLONMORE ROAD,BT71 6HX,info@clintyclay.dungannon.ni.sch.uk,Primary school,54.47091,-6.6425,17.73,38
5AB0331,Clogher Valley Playgroup,7 Tullybroom Road,BT76 0UW,cloghervalleyplaygroup@btconnect.com,VP Pre-schools,54.4167,-7.17229,,0
5031086,Clonalig Primary School,120 CONCESSION ROAD,BT35 9JE,info@clonalig.culloville.ni.sch.uk,Primary school,54.05648,-6.62205,20.22,180
5AB0203,Clonduff Playgroup,Carcullion House,BT34 5TU,clonduffpg@hotmail.com,VP Pre-schools,54.19183,-6.14373,,0
3010834,Clough Primary School,20 DRUMAGROVE ROAD,BT44 9RY,info@cloughps.ballymena.ni.sch.uk,Primary school,54.96555,-6.28482,19.85,146
3BB0360,Cloughmills Early Years,Youth Wing,BT44 9LF,,VP Pre-schools,54.99773,-6.33014,,0
3016260,Cloughmills Primary School,MAIN STREET,BT44 9LF,info@cloughmillsps.cloughmills.ni.sch.uk,Primary school,54.99773,-6.33014,17,74
5031130,Cloughoge Primary School,81 CHANCELLORS ROAD,BT35 8NG,info@cloughoge.newry.ni.sch.uk,Primary school,54.16185,-6.35627,25.74,399
5210043,Clounagh Junior High School,BROWNSTOWN ROAD,BT62 3QA,info@clounagh.portadown.ni.sch.uk,Secondary (non-grammar) school,54.41735,-6.45874,16.41,613
5012649,Coagh Primary School,31 URBAL ROAD,BT80 0DW,info@coaghps.coagh.ni.sch.uk,Primary school,54.64633,-6.62074,19.32,85
1240291,Colaiste Feirste,7 BEECHVIEW PARK,BT12 7PY,info@colaistefeirste.belfast.ni.sch.uk,Secondary (non-grammar) school,54.59182,-5.97117,13.15,605
3210300,Coleraine College,14 CARTHALL ROAD,BT51 3LR,info@colerainecollege.coleraine.ni.sch.uk,Secondary (non-grammar) school,55.13247,-6.68634,10.29,212
3420317,Coleraine Grammar,23-33 CASTLEROCK ROAD,BT51 3LA,info@colerainegrammar.coleraine.ni.sch.uk,Secondary (grammar) school,55.13662,-6.68562,16.5,1490
5136607,College Farm Nursery School,LOWER DESART LANE,BT61 8AN,info@collegefarmns.armagh.ni.sch.uk,Nursery school,54.35388,-6.66276,26,0
4011588,Comber Primary School,DARRAGH ROAD,BT23 5BX,info@comberps.newtownards.ni.sch.uk,Primary school,54.55251,-5.74308,22,345
4136212,Convent of Mercy Nursery School,FOLLY LANE,BT30 6NF,info@conventofmercyns.downpatrick.ni.sch.uk,Nursery school,54.32587,-5.71439,26,0
5210230,Cookstown High School,COOLNAFRANKIE DEMESNE,BT80 8PQ,info@chs.cookstown.ni.sch.uk,Secondary (non-grammar) school,54.64335,-6.73708,14.1,787
5116237,Cookstown Nursery School,COOLNAFRANKY ESTATE,BT80 8PF,info@cookstownns.cookstown.ni.sch.uk,Nursery school,54.64243,-6.7415,26,0
5012726,Cookstown Primary School,COOLNAFRANKY DEMESNE,BT80 8PF,info@cps.cookstown.ni.sch.uk,Primary school,54.64338,-6.74127,21.25,476
2016663,Cooley Primary School,90 COOLEY ROAD,BT79 9DH,info@cooley.omagh.ni.sch.uk,Primary school,54.55651,-7.12651,20.88,122
1230262,Corpus Christi College,ARD NA VA ROAD,BT12 6FF,info@corpuschristi.belfast.ni.sch.uk,Secondary (non-grammar) school,54.59343,-5.96872,12.83,311
3066561,Corran Integrated Primary School,BLACKCAVE NORTH,BT40 1TP,info@corranintegratedps.larne.ni.sch.uk,Primary school,54.86974,-5.82302,17,140
5011175,Cortamlet Primary School,19 CORTAMLET ROAD,BT35 0EE,info@cortamlet.altnamackin.ni.sch.uk,Primary school,54.17829,-6.62446,22.05,94
4CA0570,Country Kids Day Nursery,223 Killaughey Road,BT21 0LJ,,VP Pre-schools,54.63126,-5.54938,,0
5210282,Craigavon Senior High School,26-34 LURGAN ROAD,BT63 5HJ,info@craigavonsenhigh.portadown.ni.sch.uk,Secondary (non-grammar) school,54.43108,-6.42344,13.85,590
1066580,Cranmore Integrated Primary School,47 FINAGHY ROAD NORTH,BT10 0JB,info@cranmore.belfast.ni.sch.uk,Primary school,54.56725,-5.9836,23,207
1BB0507,Cranmore Integrated Primary School Playgroup,47 Finaghy Road North,BT10 0JB,wdoherty690@c2kni.net,VP Pre-schools,54.56725,-5.9836,,0
4AB0509,Crawfordsburn Playgroup,Ballygilbert Presbyterian Church,BT19 1UH,,VP Pre-schools,54.65273,-5.74653,,0
4011645,Crawfordsburn Primary School,4 COOTEHALL ROAD,BT19 1JA,info@crawfordsburnps.bangor.ni.sch.uk,Primary school,54.65785,-5.72436,24.25,209
3010741,Creavery Primary School,38 THORNHILL ROAD,BT41 2LH,info@creaveryps.antrim.ni.sch.uk,Primary school,54.76154,-6.22925,21.74,90
4BB0162,Cregagh Pre-School Playgroup,Cregagh Youth & Community Centre,BT6 0FL,,VP Pre-schools,54.57548,-5.90085,,0
4011632,Cregagh Primary School,MOUNT MERRION AVENUE,BT6 0FL,info@cregaghps.belfast.ni.sch.uk,Primary school,54.57548,-5.90085,16.53,173
3030434,Creggan Primary School,118 STAFFORDSTOWN ROAD,BT41 3LH,info@cregganps.randalstown.ni.sch.uk,Primary school,54.72271,-6.35563,20.89,117
3230227,Cross and Passion College,10 MOYLE ROAD,BT54 6LA,info@crossandpassion.ballycastle.ni.sch.uk,Secondary (non-grammar) school,55.2031,-6.25414,15.33,739
4BB0185,Crossgar Community Playgroup,Glasswater Primary School,BT30 9EG,,VP Pre-schools,54.39676,-5.75754,,0
3032218,Crossroads Primary School,157 DRUMAGARNER ROAD,BT51 5TW,info@crossroadsps.kilrea.ni.sch.uk,Primary school,54.92022,-6.59187,18.67,112
3BB0127,Crow's Nest Community Playgroup,127 Curragh Road,BT51 4BT,,VP Pre-schools,55.05484,-6.6082,,0
3050859,Crumlin Controlled Intergrated Primary School,27 MILL ROAD,BT29 4XL,info@crumlincips.crumlin.ni.sch.uk,Primary school,54.62205,-6.21367,16.05,144
3250149,Crumlin Integrated College,10 GLENAVY ROAD,BT29 4LA,info@cic.crumlin.ni.sch.uk,Secondary (non-grammar) school,54.61855,-6.21954,6.33,100
3BB0573,Crumlin Integrated Pre School,27 Mill Road,BT29 4XL,,VP Pre-schools,54.62205,-6.21367,,0
3012065,Culcrow Primary School,129 CURRAGH ROAD,BT51 4BT,info@culcrowps.coleraine.ni.sch.uk,Primary school,55.05484,-6.6082,21.36,94
3210172,Cullybackey College,44 POTTINGER STREET,BT42 1BP,info@cullybackeycollege.ballymena.ni.sch.uk,Secondary (non-grammar) school,54.8865,-6.35363,15.76,632
2012052,Culmore Primary School,181 CULMORE ROAD,BT48 8JH,info@culmoreps.londonderry.ni.sch.uk,Primary school,55.05097,-7.27161,15.68,69
3012282,Culnady Primary School,79 BALLYMACILCURR ROAD,BT46 5TT,info@culnadyps.maghera.ni.sch.uk,Primary school,54.86399,-6.62283,8.64,24
2016372,Cumber Claudy Primary School,20 CREGG ROAD,BT47 4HX,info@cumberclaudy.claudy.ni.sch.uk,Primary school,54.91154,-7.16525,19.86,139
4016650,Cumran Primary School,17 THE SQUARE,BT30 8RB,info@cumran.clough.ni.sch.uk,Primary school,54.29124,-5.84095,15.23,169
1010063,Currie Primary School,111-113 LIMESTONE ROAD,BT15 3AB,info@currie.belfast.ni.sch.uk,Primary school,54.61657,-5.93176,15.63,175
3012284,D H Christie Memorial Primary School,45 BALLYCAIRN ROAD,BT51 3HX,info@dhchristiememorialps.coleraine.ni.sch.uk,Primary school,55.14019,-6.68186,22.89,412
5CA0629,Daisy Chain Day Care,Unit 1 61 Concession Road,BT35 9AP,lucy.deery@gmail.com,VP Pre-schools,54.06101,-6.64348,,0
3420012,Dalriada School,ST JAMES ROAD,BT53 6BL,info@dalriada.ballymoney.ni.sch.uk,Secondary (grammar) school,55.07271,-6.52242,16.6,872
3012225,Damhead Primary School,34 DAMHEAD ROAD,BT52 1UF,info@damheadps.coleraine.ni.sch.uk,Primary school,55.10793,-6.60685,25.13,196
5AB0188,Dara Playgroup,17 Drumarg Villas,BT60 4AL,daraplaygroup@gmx.com,VP Pre-schools,54.34473,-6.66407,,0
5011119,Darkley Primary School,71 MOSS ROW,BT60 3BG,info@darkleyps.darkley.ni.sch.uk,Primary school,54.22341,-6.6816,18,72
1230182,De La Salle College,EDENMORE DRIVE,BT11 8LT,info@delasallecollege.belfast.ni.sch.uk,Secondary (non-grammar) school,54.57683,-5.99793,15.07,1117
4230224,De La Salle High School,28 STRUELL ROAD,BT30 6JR,info@dls.downpatrick.ni.sch.uk,Secondary (non-grammar) school,54.33016,-5.70611,14,364
2230138,Dean Maguirc College,26 TERMON ROAD,BT79 9JR,info@deanmaguirccollege.carrickmore.ni.sch.uk,Secondary (non-grammar) school,54.59354,-7.04372,15.56,509
2BB0385,Denamona Pre-School,Denamona Primary School,BT78 2BN,,VP Pre-schools,54.49854,-7.30851,,0
2012660,Denamona Primary School,31 CRAIGAVON ROAD,BT78 2BN,info@denamonaps.fintona.ni.sch.uk,Primary school,54.49854,-7.30851,19.33,58
4011578,Derryboy Primary School,20 MANSE ROAD,BT30 9LY,info@derryboyps.downpatrick.ni.sch.uk,Primary school,54.43735,-5.73081,15.8,81
5032713,Derrychrin Primary School,30 DRUMENNY ROAD,BT80 0BX,info@derrychrin.cookstown.ni.sch.uk,Primary school,54.65373,-6.56076,20.88,142
2011899,Derrygonnelly Primary School,22 CALDRUM ROAD,BT93 6HY,info@derrygonnellyps.enniskillen.ni.sch.uk,Primary school,54.41873,-7.81491,18.53,63
5011157,Derryhale Primary School,116 DERRYHALE ROAD,BT62 3SR,info@derryhale.portadown.ni.sch.uk,Primary school,54.37914,-6.4767,17.67,81
5032387,Derrylatinee Primary School,50 DERRYLATINEE ROAD,BT70 1PS,info@derrylatinee.dungannon.ni.sch.uk,Primary school,54.45067,-6.84959,21.99,79
5BB0416,Derrytrasna Playgroup,191 Derrytrasna Road,BT66 6NR,,Peripatetic,54.50277,-6.4667,,0
3BB0361,Dervock Community Playgroup,William Pinkerton Memorial Primary School,BT53 8BB,,VP Pre-schools,55.12384,-6.47294,,0
